category_code	name
12110	залізницею
12111	"втрата, пошкодження, псування вантажу"
12112	страхування
12113	"банківської діяльності"
12114	кредитування
12115	"забезпечення виконання зобов’язань"
12116	"доручення, комісії, управління майном"
12117	зберігання
12118	"спільної діяльності"
12119	"зовнішньоекономічної діяльності"
12460	"Представництво в суді без повноважень"
5815	"Порушення вимог нормативно-правових актів та нормативних документів з питань технічної експлуатації електричних станцій і мереж, енергетичного обладнання"
6041	"Введення в обіг або реалізація продукції, яка не відповідає вимогам стандартів"
5387	"Передача або збирання відомостей, що становлять службову інформацію, зібрану у процесі оперативно-розшукової, контррозвідувальної діяльності, у сфері оборони країни"
5698	"визнання оспорюванних правочинів недійсними та застосування визначених законодавством заходів, пов’язаних із визнанням правочинів недійсними"
5707	"Справи зі спорів з приводу забезпечення громадського порядку та безпеки, національної безпеки та оборони України, зокрема зі спорів щодо:"
12560	"Невиконання законних вимог Комісії з питань осіб, зниклих безвісти за особливих обставин, члена Комісії з питань осіб, зниклих безвісти за особливих обставин"
12561	"Невиконання законних вимог посадових (службових) осіб органу опіки та піклування"
12562	"Ухилення особи від відбування адміністративного стягнення у виді суспільно корисних робіт"
40000	"Адміністративні справи (з 01.01.2019)"
40271	"зовнішньоекономічної діяльності, з них"
40272	"із залученням іноземних інвестицій"
40273	"Справи у спорах, щодо недоговірних зобов’язань, з них"
13661	"розірвання договору довічного утримання (догляду)"
13659	"Мобінг (цькування) працівника"
13660	"Справи щодо застосування санкцій у порядку антикорупційного законодавства"
40277	"Справи у спорах щодо оскарження актів (рішень) суб'єктів господарювання та їхніх органів, посадових та службових осіб у сфері організації та здійснення господарської діяльності"
13680	"Перетинання державного кордону України з терористичною метою"
13700	"Порушення порядку підготовки, перепідготовки і підвищення кваліфікації водіїв транспортних засобів"
13701	"Порушення порядку акредитації закладів, що проводять підготовку, перепідготовку і підвищення кваліфікації водіїв транспортних засобів, атестації їх спеціалістів та порядку приймання іспитів для отримання права керування транспортними засобами"
13702	"Невиконання законних вимог посадових осіб ЦОВВ, що реалізує державну політику у сфері міграції, у тому числі протидії нелегальній міграції, громадянства, реєстрації фізичних осіб, біженців та інших визначених законодавством категорій мігрантів"
13703	"Порушення вимог законодавства у сфері надання послуг з посередництва у працевлаштуванні"
12544	"Продаж лікарських засобів без рецепта у заборонених законодавством випадках"
40780	Самоправство
13720	"Оскарження рішень, дій чи бездіяльності суб'єктів призначення суддів Конституційного Суду України та Дорадчої групи експертів у процесі конкурсного відбору кандидатів на посаду судді Конституційного Суду України"
13721	"щодо надання дозволу на проведення перевірки"
40292	"Справи наказного провадження"
40293	"Справи щодо оскарження рішень третейських судів та про видачу наказів на примусове виконання рішень третейських судів"
40294	"справи про скасування рішення третейського суду"
40295	"справи про видачу наказу на примусове виконання рішення третейського суду"
40296	"Інші справи"
40297	"Цивільні справи (з 01.01.2019)"
40298	"Справи позовного провадження"
40299	"Справи у спорах щодо права власності чи іншого речового права на нерухоме майно (крім землі), з них:"
40300	"про державну власність"
40301	"щодо реєстрації або обліку прав на майно"
40302	"щодо визнання незаконним акта, що порушує право власності"
40303	"щодо визнання права власності"
40304	"щодо усунення перешкод у користуванні майном"
40305	"про комунальну власність"
40306	"щодо реєстрації або обліку прав на майно"
40307	"щодо визнання незаконним акта, що порушує право власності"
40308	"щодо визнання права власності"
40309	"щодо усунення перешкод у користуванні майном"
40310	"про приватну власність, з них:"
40311	"щодо реєстрації або обліку прав на майно"
40312	"щодо визнання незаконним акта, що порушує право власності"
40313	"визнання права власності"
40314	"витребування майна із чужого незаконного володіння"
40315	"усунення перешкод у користуванні майном"
40316	"спори про самочинне будівництво"
40317	"про речові права на чуже майно, з них:"
40318	"спори про володіння чужим майном"
40319	"спори з приводу сервітутів"
40320	"Справи у спорах, що виникають із земельних відносин, з них:"
40321	"спори про припинення права власності на земельну ділянку"
40322	"щодо припинення права користування земельною ділянкою, з них"
40323	"щодо припинення права оренди"
40324	"спори щодо права користування чужою земельною ділянкою для сільськогосподарських потреб (емфітевзис)"
40325	"спори про право користування чужою земельною ділянкою для забудови (суперфіцій)"
40326	"визнання незаконним акта, що порушує право власності на земельну ділянку"
40327	"визнання права власності на земельну ділянку"
40328	"щодо усунення перешкод у користуванні земельною ділянкою"
40329	"що виникають з договорів купівлі-продажу"
40330	"що виникають з договорів оренди"
40331	"Справи у спорах щодо прав інтелектуальної власності, з них:"
40332	"щодо прав на винахід, корисну модель, промисловий зразок"
40333	"щодо торговельної марки (знака для товарів і послуг)"
40334	"щодо авторських прав"
40335	"щодо суміжних прав"
40336	"Справи у спорах, що виникають із правочинів, зокрема договорів (крім категорій 301000000-303000000), з них"
40337	купівлі-продажу
40338	дарування
40339	оренди
40340	лізингу
40341	підряду
40342	"довічного утримання, з них"
40343	"надання послуг"
40344	"страхування, з них"
40345	"спори про відшкодування шкоди, заподіяної від нещасного випадку на виробництві та професійного захворювання, які спричинили втрату працездатності"
40346	"позики, кредиту, банківського вкладу, з них"
40347	"іпотечного кредиту"
40348	"споживчого кредиту"
40349	"інших видів кредиту"
40350	"Справи у спорах про недоговірні зобов’язання, з них"
40351	"про відшкодування шкоди, з них"
40352	"фізичній особі, яка потерпіла від кримінального правопорушення"
40353	"завданої каліцтвом, іншим ушкодженням здоров’я або смертю фізичної особи, крім відшкодування шкоди на виробництві"
40099	"з питань здійснення публічно-владних управлінських функцій з розпорядження земельними ділянками"
40354	"завданої незаконними рішеннями, діями чи бездіяльністю органу, що здійснює оперативно-розшукову діяльність, досудове розслідування, прокуратури або суду"
40355	"завданої майну фізичних або юридичних осіб"
40356	"завданої порушенням законодавства про охорону навколишнього природного середовища"
40357	"завданої внаслідок недоліків товарів, робіт (послуг)"
40358	"завданої державі внаслідок корупційного правопорушення"
40359	"завданої фізичній або юридичній особі внаслідок незаконних рішень, дій або бездіяльності суб’єкта, який здійснює заходи щодо запобігання і протидії корупції"
40360	"завданої внаслідок ДТП"
40361	"завданої внаслідок вчинення домашнього насильства"
40362	"про спонукання виконати або припинити певні дії"
40363	"про повернення безпідставно набутого майна (коштів)"
40364	"Справи у спорах про захист немайнових прав фізичних осіб, з них"
40365	"про захист честі, гідності та ділової репутації, з них:"
40366	"до засобів масової інформації"
40367	"Справи у спорах, що  виникають із відносин спадкування, з них"
40368	"за заповітом"
40369	"за законом."
40370	"Справи у спорах, що виникають із житлових відносин, з них"
40371	"про виселення (вселення)"
40372	"про стягнення плати за користування житлом"
40373	"про визнання особи такою, що втратила право користування жилим приміщенням"
40374	"Справи про визнання необґрунтованими активів та їх витребування"
40375	"Справи у спорах, що виникають  із сімейних відносин, з них"
40376	"про розірвання шлюбу"
40377	"про стягнення аліментів"
40378	"про встановлення батьківства або материнства"
40379	"про позбавлення батьківських прав"
40380	"про визнання шлюбного договору недійсним"
40381	"про повернення дітей до країни постійного місця проживання"
40382	"надання дозволу на виїзд неповнолітньої дитини за межі України"
40383	"Справи у спорах, що виникають із трудових правовідносин, з них"
40384	"про поновлення на роботі, з них"
40385	"у зв’язку зі звільненням за вчинення дисциплінарного проступку"
40386	"у зв’язку з іншими підставами звільнення за ініціативою роботодавця"
40387	"про виплату заробітної плати"
40388	"про відшкодування матеріальної шкоди, заподіяної працівниками державним підприємству, установі, організації"
40389	"Справи у спорах, пов’язаних із застосуванням Закону України «Про захист прав споживачів»"
40390	"Справи про звільнення майна з-під арешту (виключення майна з опису)"
40391	"Справи наказного провадження"
40392	"Справи щодо стягнення нарахованої, але не виплаченої працівникові суми заробітної плати"
40393	"Справи про компенсацію витрат на проведення розшуку відповідача, боржника, дитини або транспортних засобів боржника"
40394	"Справи щодо стягнення заборгованості за оплату житлово-комунальних послуг, телекомунікаційних послуг, послуг телебачення та радіомовлення з урахуванням індексу інфляції та трьох відсотків річних, нарахованих заявником на суму заборгованості"
40395	"Справи щодо стягнення аліментів у розмірі на одну дитину - 1/4, на двох дітей - 1/3, на трьох і більше дітей - половини заробітку (доходу) платника аліментів, але не більше десяти прожиткових мінімумів на дитину відповідного віку на кожну дитину"
40396	"Справи щодо стягнення аліментів у твердій грошовій сумі в розмірі 50 % прожиткового мінімуму для дитини відповідного віку, якщо ця вимога не пов'язана із встановленням чи оспорюванням батьківства (материнства)"
40397	"Справи щодо повернення вартості товару неналежної якості, якщо є рішення суду, яке набрало законної сили, про встановлення факту продажу товару неналежної якості, ухвалене на користь невизначеного кола споживачів"
40398	"Справи до юр або фіз особи - підприємця про стягнення заборгованості за договором (крім надання житлово-комунальних послуг, телекомунікаційних послуг, послуг телебачення та радіомовлення), укладеним у письмовій (в тому числі електронній) формі"
40399	"Справи окремого провадження"
40400	"Справи про обмеження цивільної дієздатності фізичної особи, визнання фізичної особи недієздатною та поновлення цивільної дієздатності фізичної особи, з них:"
40401	"про обмеження цивільної дієздатності фізичної особи"
40402	"про визнання фізичної особи недієздатною"
40403	"про поновлення цивільної дієздатності"
40404	"Справи про надання неповнолітній особі повної цивільної дієздатності"
40405	"Справи про визнання фізичної особи безвісно відсутньою чи оголошення її померлою"
40406	"Справи про скасування рішення про визнання фізичної особи безвісно відсутньою чи оголошення її померлою"
40407	"Справи про усиновлення, з них:"
40408	"усиновлення громадянами України, що проживають на території України"
40409	"усиновлення громадянами України, що проживають за межами території України та іноземцями"
40410	"Справи про встановлення фактів, що мають юридичне значення, з них:"
40411	"факту народження, з них:"
40412	"факту народження, з них: на тимчасово окупованій території України"
40413	"факту смерті, з них:"
40414	"факту смерті, з них: на тимчасово окупованій території України"
40415	"інших фактів, з них:."
40416	"інших фактів, з них: на тимчасово окупованій території України"
40417	"Справи про відновлення прав на втрачені цінні папери на пред’явника та векселі"
40418	"Справи про передачу безхазяйної нерухомої речі у комунальну власність"
40419	"Справи про визнання спадщини відумерлою"
40420	"Справи про надання особі психіатричної допомоги у примусовому порядку"
40421	"Справи про обов’язкову госпіталізацію до протитуберкульозного закладу"
40422	"Справи про розкриття банком інформації, яка містить банківську таємницю, щодо юридичних та фізичних осіб"
40423	"Справи, що виникають із сімейних правовідносин, з них:"
40424	"про надання права на шлюб"
40425	"про розірвання шлюбу за заявою подружжя, яке має дітей"
40426	"про розірвання шлюбу за заявою подружжя, якщо один з нього засуджений до позбавлення волі"
40427	"про встановлення режиму окремого проживання за заявою подружжя"
40428	"Справи про видачу і продовження обмежувального припису"
40429	"Справи про оскарження рішень третейських судів"
40430	"Справи про оспорювання рішень міжнародних арбітражів"
40431	"Справи про визнання та надання дозволу на примусове виконання рішення іноземного суду"
40432	"Справи щодо визнання рішення іноземного суду, що не підлягає примусовому виконанню"
40433	"Справи про визнання та надання дозволу на примусове виконання рішення міжнародного комерційного арбітражу, з них:"
12520	"Протиправний вплив на результати офіційних спортивних змагань"
12521	"Виготовлення та пропаганда георгіївської (гвардійської) стрічки"
12522	"Незаконні вимоги до документа, що подається суб'єктом господарювання до органу державної влади або органу місцевого самоврядування"
12523	"Неподання або подання не в повному обсязі відомостей для внесення до Державного реєстру майнових об'єктів оздоровлення та відпочинку дітей"
12524	"Порушення вимог щодо комерційного обліку теплової енергії, гарячої та питної води"
12525	"Невиконання законних вимог судді Конституційного Суду України, Колегії суддів, Сенату, Великої палати Конституційного Суду України"
12526	"Порушення вимог законодавства у сфері оцінки впливу на довкілля"
12527	"Порушення законодавства у сфері оцінки впливу на довкілля"
12528	"Порушення вимог законодавства у сфері енергетичної ефективності будівель"
12529	"Справи про видачу і продовження обмежувального припису"
12530	"Справи про визнання необґрунтованими активів та їх витребування"
12540	"Спори, що виникають із сімейних правовідносин про надання дозволу на виїзд неповнолітньої дитини за межі України"
12541	"Спори про відшкодування шкоди завданої внаслідок вчинення домашнього насильства"
12543	"Незаконне виготовлення, збут або використання державного пробірного клейма"
12545	"Встановлені вироком суду, що набрав законної сили, завідомо неправильний переклад, що потягли за собою ухвалення незаконного або необґрунтованого рішення"
12546	"Встановлені вироком суду, що набрав законної сили, фальшивість документів або речових доказів, що потягли за собою ухвалення незаконного або необґрунтованого рішення"
12547	"інших міністерств"
40001	"Справи щодо виборчого процесу та референдуму, зокрема щодо"
40002	"виборів народних депутатів України, з них"
40003	"формування складу виборчих комісій"
40004	"висування та реєстрації кандидатів"
40005	"уточнення списків виборців"
40006	"інформаційного забезпечення виборів"
40007	"проведення передвиборної агітації"
40008	"оскарження результатів виборів"
40009	"виборів Президента України, з них"
40010	"формування складу виборчих комісій"
40011	"висування та реєстрації кандидатів"
40012	"уточнення списків виборців"
40013	"інформаційного забезпечення виборів"
40014	"проведення передвиборної агітації"
40015	"оскарження результатів виборів"
40016	"місцевих виборів, з них"
40017	"формування складу виборчих комісій"
40018	"висування та реєстрації кандидатів"
40019	"уточнення списків виборців"
40020	"інформаційного забезпечення виборів"
40021	"проведення передвиборної агітації"
40022	"оскарження результатів виборів"
40023	"всеукраїнського та місцевого референдумів, з них"
40024	"ініціювання та призначення референдуму"
40025	"формування складу комісій із референдуму"
40026	"уточнення списків виборців"
40027	"проведення агітації під час ініціювання та підготовки референдуму"
40028	"оскарження результатів референдуму"
40029	"Справи щодо захисту політичних (крім виборчих) та громадянських прав,  зокрема щодо"
40030	"забезпечення права особи на звернення до органів державної влади, органів місцевого самоврядування та посадових і службових осіб цих органів"
40031	"забезпечення права особи на доступ до публічної інформації"
40032	"забезпечення прав на свободу об’єднання у політичні партії та громадські організації"
40033	"забезпечення прав на свободу думки і слова"
40034	"встановлення обмеження щодо реалізації права на свободу мирних зібрань"
40035	"усунення перешкод та заборону втручання у здійснення свободи мирних зібрань"
40036	"реалізації владних управлінських функцій у сфері громадянства"
40037	"реєстрації актів цивільного стану, крім актів громадянства"
40038	"реєстрації та обмеження пересування і вільного вибору місця проживання, з них:"
40039	"облік внутрішньо переміщених осіб"
40040	"щодо в’їзду (виїзду) на тимчасово окуповану територію"
40041	"Справи щодо статусу народного депутата України, депутата місцевої ради, організації діяльності представницьких органів влади, з них"
40042	"статусу народного депутата України (крім дострокового припинення повноважень народного депутата України)"
40043	"про дострокове припинення повноважень народного депутата України"
40044	"про статус депутатів місцевих рад"
40045	"Справи з приводу забезпечення функціонування органів прокуратури, адвокатури, нотаріату та юстиції (крім категорій 107000000), зокрема у сфері"
40046	прокуратури
40047	адвокатури
40048	нотаріату
40049	"надання безоплатної правничої допомоги"
40050	"Справи щодо примусового виконання судових рішень і рішень інших органів"
40051	"Справи, що виникають з відносин публічної служби, зокрема справи щодо"
40052	"прийняття громадян на публічну службу, з них"
40053	"проведення очищення влади (люстрації)"
40054	"проходження служби, з них"
40055	"проведення очищення влади (люстрації)"
40056	"звільнення з публічної служби, з них"
40057	"проведення очищення влади (люстрації)"
40147	"загальнообов’язкового державного страхування на випадок безробіття"
40058	"Справи щодо оскарження актів чи діянь ВРУ, Президента, ВРП, ВККС, рішень чи діянь органів, що обирають, звільняють, оцінюють ВРП, рішень чи діянь суб’єктів призначення КСУ та Дорадчої групи експертів у процесі відбору на посаду судді КСУ, з них:"
40059	"оскарження актів, дій чи бездіяльності Президента України, з них"
40060	"оскарження актів, дій чи бездіяльності Вищої ради правосуддя, з них:"
40061	"про відмову у внесенні Президентові України подання про призначення судді на посаду"
40062	"рішень про притягнення до дисциплінарної відповідальності судді"
40063	"рішень про притягнення до дисциплінарної відповідальності прокурора"
40064	"рішень про звільнення судді з посади"
40065	"рішень про тимчасове відсторонення судді від здійснення правосуддя у зв’язку з притягненням до кримінальної відповідальності"
40066	"рішень про продовження строку тимчасового відсторонення судді від здійснення правосуддя у зв’язку з притягненням до кримінальної відповідальності"
40067	"рішень про тимчасове відсторонення судді від здійснення правосуддя в порядку дисциплінарної відповідальності"
40068	"рішень про переведення судді"
40069	"оскарження актів, дій чи бездіяльності Вищої кваліфікаційної комісії суддів України, з них:"
40070	"щодо порушення процедури проведення кваліфікаційного іспиту щодо кандидата на посаду судді"
40071	"рішень, ухвалених за результатами проведення кваліфікаційного оцінювання"
40072	"оскарження актів, дій чи бездіяльності Кваліфікаційно-дисциплінарної комісії прокурорів (Категорію виключено відповідно до наказу ДСАУ від 15.09.2021 № 322)"
40073	"Справи з приводу реалізації державної політики у сфері економіки та публічної фінансової політики, зокрема щодо"
40074	"організації господарської діяльності, з них"
40075	"державної реєстрації юридичних осіб та фізичних осіб-підприємців"
40076	"дозвільної системи у сфері господарської діяльності; ліцензування видів г.д.; нагляду у сфері г.д.; реалізації державної регуляторної політики у сфері г.д.; розроблення і застосування національних стандартів, технічних регламентів та процедур оцінки"
40077	"митної справи (крім охорони прав на об’єкти інтелектуальної власності); зовнішньоекономічної діяльності; спеціальних заходів щодо демпінгового та іншого імпорту, у тому числі щодо"
40078	"визначення коду товару за УКТЗЕД"
40079	"визначення митної вартості товару"
40080	"здійснення публічних закупівель, з них"
40081	"закупівель товарів, робіт і послуг для гарантованого забезпечення потреб оборони"
40082	"державного регулювання цін і тарифів"
40083	"управління об’єктами державної (комунальної) власності, у тому числі про передачу об’єктів права державної та комунальної власності"
40084	"реалізації спеціальних владних управлінських функцій в окремих галузях економіки, у тому числі у сфері"
40085	"електроенергетики (крім ядерної енергетики); енергозбереження, альтернативних джерел енергії, комбінованого виробництва електричної і теплової енергії"
40086	"житлово-комунального господарства; теплопостачання; питного водопостачання"
40087	"валютного регулювання і валютного контролю, з них"
40088	"за участю органів доходів і зборів"
40089	"грошового обігу та розрахунків, з них"
40090	"за участю органів доходів і зборів"
40091	"бюджетної системи та бюджетного процесу; державного боргу"
40092	"державного регулювання ринків фінансових послуг, з них"
40093	"операцій із цінними паперами"
40094	"гарантування вкладів фізичних осіб"
40095	"процедур здійснення контролю Рахунковою палатою, Державною аудиторською службою України, державного фінансового контролю"
40096	"Справи з приводу регулюванню містобудівної діяльності та землекористування, зокрема у сфері"
40097	"містобудування; архітектурної діяльності"
40098	"землеустрою; державної експертизи землевпорядної документації; регулювання земельних відносин, з них"
40148	"загальнообов’язкового державного пенсійного страхування, з них"
40100	"примусового відчуження земельної ділянки, інших об'єктів нерухомого майна, що на ній розміщені, з мотивів суспільної необхідності"
40101	"державної реєстрації речових прав на нерухоме майно та їх обтяжень (у тому числі прав на земельні ділянки)"
40102	"Справи з приводу охорони навколишнього природного середовища, зокрема щодо"
40103	"забезпечення екологічної безпеки, у тому числі при використанні природних ресурсів; екологічної безпеки поводження з відходами"
40104	"особливої охорони природних територій та об’єктів, визначених законом"
40105	"Справи з приводу адміністрування податків, зборів, платежів, а також контролю за дотриманням вимог податкового законодавства, зокрема щодо"
40106	"реалізації податкового контролю"
40107	"погашення податкового боргу, з них"
40108	"передачі майна у податкову заставу"
40109	"застосування адміністративного арешту коштів та/або майна"
40110	"стягнення податкового боргу"
40111	"адміністрування окремих податків, зборів, платежів, з них"
40112	"податку на прибуток підприємств"
40113	"податку на доходи фізичних осіб"
40114	"податку на додану вартість (крім бюджетного відшкодування з податку на додану вартість, податку на додану вартість із ввезених на митну територію України товарів (продукції), зупинення реєстрації податкових накладних)"
40115	"податку на додану вартість із ввезених на митну територію України товарів (продукції)"
40116	"бюджетного відшкодування з податку на додану вартість"
40117	"зупинення реєстрації податкових накладних"
40118	"акцизного податку, крім акцизного податку із ввезених на митну територію України підакцизних товарів (продукції)"
40119	"акцизного податку із ввезених на митну територію України підакцизних товарів (продукції)"
40120	"екологічного податку"
40121	"рентної плати, з них"
40122	"рентної плати за користування надрами для видобування корисних копалин"
40123	"рентної плати за користування надрами в цілях, не пов’язаних з видобуванням корисних копалин"
40124	"рентної плати за користування радіочастотним ресурсом України"
40125	"рентної плати за спеціальне використання води;"
40126	"рентної плати за спеціальне використання лісових ресурсів"
40127	"рентної плати за транспортування нафти і нафтопродуктів магістральними нафтопроводами та нафтопродуктопроводами, транзитне транспортування трубопроводами аміаку територією України"
40128	"податку на майно, з них"
40129	"податку на нерухоме майно, відмінне від земельної ділянки"
40130	"транспортного податку"
40131	"плати за землю"
40132	"туристичного збору"
40133	"збору за місця для паркування транспортних засобів"
40134	мита
40135	"звернень органів доходів і зборів, у тому числі щодо"
40136	"визнання оспорюваних правочинів недійсними та застосування визначених законодавством заходів, пов’язаних із визнанням правочинів недійсними"
40137	"стягнення в дохід держави коштів, отриманих за нікчемними договорами"
40138	"припинення юридичної особи (припинення підприємницької діяльності фізичної особи–підприємця)"
40139	"трансферного ціноутворення"
40140	"збору та обліку єдиного внеску на загальнообов’язкове державне соціальне страхування та інших зборів"
40141	"Справи зі спорів з приводу реалізації публічної політики у сферах праці, зайнятості населення та соціального захисту громадян та публічної житлової політики, зокрема зі спорів щодо"
40142	"управління, нагляду, контролю та інших владних управлінських функцій (призначення, перерахунку та здійснення страхових виплат) у сфері відповідних видів загальнообов’язкового державного соціального страхування, з них"
40143	"загальнообов’язкового державного соціального страхування, у тому числі"
40144	"у зв’язку з тимчасовою втратою працездатності"
40145	"від нещасного випадку на виробництві та професійного захворювання, які спричинили втрату працездатності"
40146	медичного
